,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
317,738,Pandox,Real Estate,34.768,-21.924,0.049,1727.0,66801.0,0.026779999999999998,23918.885,34.754,0.02396,-1091.0,25213.0,-0.07203999999999999,-0.07730000000000001,-0.10028000000000001,Sweden,Large Cap,PNDX B,36.937,2022-02-10,PNDX-B.ST,,39.266,7.308,0.949,0.03064,Q4-2021,Financials,-0.0432713282830286,0.025852906393616863,0.016156916361823592,0.43028582534173954,0.3122365525911883,0.2948574057905048,0.34414469575577217
318,1137,Paradox Interactive,Gaming,27.209,-639.136,0.574,566.485,2522.693,0.22602,19166.4,50.176,0.14912,-29.988,1661.563,0.24657,0.14583000000000002,-0.0027500000000000003,Sweden,First North,PDX,60.938,2022-02-22,PDX.ST,0.00551,77.356,13.241,11.535,0.00184,Q4-2021,Consumer Durables,-0.018048066790124717,0.22455566333279553,0.03424853991589494,0.7942182331076912,0.4838239120947815,0.42261655271977844,0.39522267322468807
319,1469,Paxman,Medical Equipment,0.585,-36.538,0.741,54.149,114.952,-0.31431000000000003,969.612,69.625,-0.45466999999999996,-26.537,55.933,-0.18006,-0.03774,0.25926,Sweden,First North,PAX,-55.884,2021-11-19,PAX.ST,,-32.114,10.438,17.335,0.31811,Q3-2021,Health Care,-0.474442636726083,0.4710574848632473,-0.12074384859438025,-1.5461213897306323,0.5121964064396094,0.421379624638337,0.7157495259546662
320,175,Peab,Construction & Infrastructure,27.934,24.905,1.249,5901.0,47170.0,0.16289,26200.425,27.821,0.17373000000000002,1052.0,13682.0,-0.19472,-0.10561,-0.10876,Sweden,Large Cap,PEAB B,12.341,2022-02-04,PEAB-B.ST,0.0565,10.983,0.445,1.915,0.11872999999999999,Q4-2021,Industrials,0.07688934366320713,0.1251006995972016,0.07980858267710733,2.9702371729865202,0.2549005712057805,0.23052289078680469,0.24626240257928758
321,2073,Pfizer,Pharmaceuticals,13.232,,,280005.594,,,2466534.4,37.006,,,,-0.061,0.03767,0.56411,Sweden,Large Cap,PFE,35.497,,PFE.ST,0.02915,42.046,7.007,,-1.0,Q4-2020,Health Care,,,-0.0008568871941454503,-0.01702840602432718,0.37006,0.3790477728090277,0.4612
322,2201,Physitrack,IT Services,0.808,-21.881,0.235,26.574,338.973,-0.03198,695.971,56.853,-0.02719,-31.806,240.515,-0.21324,-0.3281,-0.95301,Sweden,First North,PTRK,-108.219,2022-01-26,PTRK.ST,,-106.415,8.753,2.894,2.4613,Q4-2021,Technology,-0.13224123235557034,0.07839562443026436,0.11062558240507347,1.7083488542601413,0.6170323935637482,0.5776127368641114,0.5934971699786414
323,2109,Pierce Group,Auto & Equipment,1.481,-17.941,1.54,728.0,1035.0,0.09182,1309.671,69.132,0.05896,-73.0,441.0,-0.40109,-0.5448299999999999,-0.95301,Sweden,Mid Cap,PIERCE,31.949,2022-02-16,PIERCE.ST,,50.374,0.822,2.97,0.125,Q4-2021,Consumer Durables,-0.1655328798185941,0.7033816425120772,-0.0005463457772232339,-0.006551211687485416,0.5740583145663257,0.48358224375210845,0.7643382626538042
324,1326,PiezoMotor,Electrical Components,4.156,-38.495,0.108,-9.09,529.97,-0.11584,780.957,44.126,-0.11859,-20.287,388.275,-0.35206000000000004,-0.53867,-0.21364,Sweden,First North,PIEZO,-17.631,2022-02-18,PIEZO.ST,,-16.961,13.62,2.011,7.87187,Q4-2021,Industrials,-0.05224905028652373,-0.017151914259297695,-0.01618851205864069,-0.34931594415897455,0.5910696312943681,0.507326731076471,0.42474489434507207
325,366,Platzer Fastigheter,Real Estate,6.568,-7.272,0.045,923.0,26957.0,0.03599,11969.413,34.635,0.15414,-1646.0,11068.0,-0.31923999999999997,-0.41908999999999996,-0.04223,Sweden,Large Cap,PLAZ B,28.402,2022-01-28,PLAZ-B.ST,0.02204,7.016,9.966,1.081,0.15765,Q4-2021,Financials,-0.1487170220455367,0.03423971510182884,-0.007418924585355313,-0.21071801823008168,0.32336301308949145,0.3022530578296863,0.32268511039656445
326,1014,Polygiene,Clothing & Footwear,4.48,-2.79,0.33,115.433,550.694,0.08756,1031.888,65.374,0.12362999999999999,-369.875,519.15,-0.21745,-0.05833,-0.26239999999999997,Sweden,First North,POLYG,24.028,2022-02-24,POLYG.ST,,15.554,5.676,1.988,8.55469,Q4-2021,Consumer Durables,-0.7124626793797554,0.20961368745619166,-0.20319629655046356,-3.4858210802105374,0.5485598361376358,0.42649086686069176,0.5342571454189227
327,177,Poolia,Outsourcing,2.372,6.7,2.987,162.1,636.8,0.96571,713.546,48.683,0.37752,106.5,212.7,-0.04075,0.17241,1.35385,Sweden,Small Cap,POOL B,6.11,2022-02-22,POOL-B.ST,0.06536,8.853,0.375,3.355,0.27641,Q4-2021,Industrials,0.5007052186177715,0.25455402010050254,0.0283183646322831,0.48009096509867755,0.4753247538530751,0.4459034927120267,0.5406102548008774
328,434,PowerCell,Renewable Energy,48.135,-76.668,0.306,49.034,521.328,-0.73786,6460.152,70.133,-0.19580999999999998,-84.261,383.451,-0.44692,-0.36213999999999996,-0.6095700000000001,Sweden,First North,PCELL,-75.429,2022-02-11,PCELL.ST,,-86.039,40.437,16.847,-0.07679,Q4-2021,Utilities,-0.21974385253917708,0.09405594942147746,-0.050937768036611986,-0.6800290539965954,0.6378390428539807,0.6132156958861894,0.6865182491483526
329,179,Prevas,IT Consulting,5.723,59.554,1.441,874.448,823.703,0.29873,1247.307,49.293,0.21525,20.944,469.171,0.09724000000000001,0.08525,0.63322,Sweden,Small Cap,PREV B,9.231,2022-02-11,PREV-B.ST,0.03525,12.289,1.051,2.659,0.81235,Q4-2021,Technology,0.044640440265915834,1.061605942918746,0.17484167468592937,3.6055482834512764,0.4038882013032355,0.35670858061104227,0.4444401493989551
330,180,Pricer,Electronic Equipment,8.894,-8.014,1.02,394.7,1730.7,0.1176,1935.312,50.142,0.09926,-241.5,796.9,-0.32002,-0.43994,-0.5005700000000001,Sweden,Mid Cap,PRIC B,21.267,2022-02-11,PRIC-B.ST,0.057050000000000003,24.47,1.096,2.429,0.24109000000000003,Q4-2021,Technology,-0.30304931609988706,0.22805801120933725,-0.11697398024784211,-2.60581472527533,0.4119649410679643,0.3512002547701281,0.41141997827137744
331,181,Proact IT,IT Consulting,2.914,-18.298,1.038,811.4,3395.0,0.11571,1848.132,39.164,0.16402999999999998,-101.0,710.6,-0.25843,-0.15167,-0.35505000000000003,Sweden,Mid Cap,PACT,12.69,2022-02-10,PACT.ST,0.02273,15.473,0.524,2.601,0.16111999999999999,Q4-2021,Technology,-0.14213340838727836,0.23899852724594992,0.028430947982242882,0.6044413725677481,0.3741643492942635,0.32777467162955126,0.43109878681700253
332,2228,Profoto,Industrial Components,2.718,42.426,1.251,512.0,585.0,0.90213,3988.0,53.966,0.47734000000000004,94.0,331.0,-0.15508,0.027839999999999997,-0.95301,Sweden,Mid Cap,PRFO,18.179,2022-02-10,PRFO.ST,0.03511,25.241,5.36,12.048,-0.13076000000000002,Q4-2021,Industrials,0.283987915407855,0.8752136752136752,0.1542516658659736,2.8775417835554107,0.48409407777055674,0.4223260128025307,0.49130124813025045
333,1896,QleanAir,Energy & Recycling,1.662,8.443,0.738,321.811,610.813,0.25545,640.423,45.839,0.30530999999999997,75.856,194.094,-0.39636000000000005,-0.32445,-0.17748,Sweden,First North,QAIR,9.517,2022-02-11,QAIR.ST,0.0348,10.807,1.421,3.3,0.043840000000000004,Q4-2021,Industrials,0.39082094242995663,0.5268568285219862,-0.09435759932150223,-1.8952199404397874,0.45066139715038667,0.4240383029072027,0.45630676636375916
334,1774,Q-Linea,Medical Equipment,1.026,-8.474,0.02,-26.744,466.633,-0.56182,2363.04,45.958,-0.53679,-278.869,430.788,-0.26199,-0.46309,-0.3985,Sweden,Mid Cap,QLINEA,-9.407,2022-02-17,QLINEA.ST,,-9.77,241.496,5.485,0.13197,Q4-2021,Health Care,-0.6473462584844518,-0.057312706130942304,0.04692967651113411,1.0121888958546406,0.4431497581579341,0.4063854493628554,0.42493806409618534
335,1722,Raketech,Gambling & Casinos,1.619,-5.865,0.28,231.831,1435.479,0.09153,858.435,40.391,0.08351000000000001,-146.369,888.079,0.0,0.12407,0.27606,Sweden,First North,RAKE,10.043,2022-02-16,RAKE.ST,,11.575,2.135,0.967,0.50561,Q4-2021,Consumer Durables,-0.16481529233322711,0.1615007952049455,-0.0328993256764486,-0.7996502847649809,0.42615545025098456,0.3743454339749893,0.3770739611995255
336,970,Randviken Fastigheter,Real Estate,1.782,-38.321,0.002,-4.524,1326.223,-0.00759,2784.908,41.103,-0.03181,-72.673,1316.348,-0.030670000000000003,0.21538000000000002,0.38293,Sweden,First North,RFAST,-278.963,2021-11-15,RFAST.ST,,-44.617,535.765,2.116,22.558449999999997,Q3-2021,Financials,-0.055208045288935755,-0.003411191028959685,129.21773358270966,1455.9458680290443,5.413642603589207,1.2514542065607415,0.8134231612264745
337,185,Ratos B,Holding Companies,38.876,12.477,0.794,9289.0,28385.0,0.08414999999999999,14847.236,36.171,0.19788,1190.0,13326.0,-0.13858,-0.1793,0.08134000000000001,Sweden,Large Cap,RATO B,12.498,2022-02-14,RATO-B.ST,0.02609,5.63,0.653,1.114,-0.00883,Q4-2021,Financials,0.08929911451298214,0.32725030826140566,0.05967879734771875,1.5277193334510057,0.3303989629825034,0.29997079556642336,0.35802728975364073
338,186,RaySearch Laboratories,Medical Equipment,2.828,150.405,0.366,591.682,1752.156,-0.046689999999999995,1537.593,51.77,-0.07285,10.223,649.323,-0.21178,-0.43656,-0.50332,Sweden,Mid Cap,RAY B,-37.316,2022-02-23,RAY-B.ST,,-32.507,2.398,2.368,0.36365000000000003,Q4-2021,Health Care,0.015744090383368527,0.337687968422903,0.11620151768297038,2.5091738815573175,0.41535166704801835,0.37365718842100837,0.424444279900175
339,2035,Re:NewCell,Energy & Recycling,15.217,-8.691,0.002,-9.778,1115.133,-0.30946999999999997,3735.919,55.563,-0.1979,-429.869,674.235,-0.5147999999999999,-0.44101,-0.48689,Sweden,First North,RENEW,-27.129,2022-02-16,RENEW.ST,,-28.0,615.27,5.541,0.34793999999999997,Q4-2021,Industrials,-0.6375655372385,-0.008768460802433433,-0.06847444801015334,-1.244329877937803,0.5305255915978988,0.49183629697145687,0.5043507300441605
340,188,Rejlers,Business Consultants,1.968,62.698,1.234,1106.4,2349.7,0.09002,2357.433,42.518,0.09066,37.6,1215.5,-0.12686999999999998,-0.27057,-0.19863,Sweden,Mid Cap,REJL B,20.521,2022-02-03,REJL-B.ST,0.02564,20.902,0.811,1.939,0.04949,Q4-2021,Industrials,0.0309337721102427,0.47086862152615233,0.03140731485056625,0.7323343933488355,0.375294347797367,0.36985221755471354,0.3930619645484096
341,1082,Resurs Holding,Consumer Lending,32.986,12.568,0.071,1942.342,42961.789,0.02657,5100.0,42.683,0.12615,405.797,7201.25,-0.41912999999999995,-0.40253,-0.45675,Sweden,Mid Cap,RESURS,4.491,2022-02-08,RESURS.ST,0.05137,5.614,1.662,0.708,0.036379999999999996,Q4-2021,Financials,0.05635091130012151,0.045210919871144103,-0.2494292909278556,-7.676017971660215,0.3503696017360889,0.26138456538479626,0.2978181162253948
342,2193,Revolutionrace,Clothing & Footwear,11.396,34.065,1.087,1148.123,1419.3,0.48861,8694.763,46.33,0.38339,255.24,835.5,-0.2323,-0.08768000000000001,-0.95301,Sweden,Mid Cap,RVRC,20.658,2022-02-08,RVRC.ST,0.00831,27.144,5.508,10.407,,Q2-2022,Consumer Durables,0.3054937163375224,0.808936095258226,-0.053423110951626995,-1.1637526107401115,0.43444363888588383,0.39278034915383087,0.42073452301887404
343,191,Rottneros,Forest & Wood Products,1.011,8.664,0.967,1178.0,2382.0,0.15541,1429.632,36.749,0.12967,165.0,1527.0,-0.13544,-0.20342,0.06271,Sweden,Mid Cap,RROS,5.295,2022-02-04,RROS.ST,0.06437999999999999,7.182,0.621,0.936,0.055380000000000006,Q4-2021,Materials,0.10805500982318271,0.4945424013434089,0.05156708058187598,1.275560877208609,0.3279779432900064,0.2882524128204098,0.3705194387138409
344,2101,RugVista,Home Furnishings,2.065,19.172,0.983,455.698,717.384,0.42701,1964.182,29.844,0.20095,102.448,496.899,-0.27308,-0.325,-0.95301,Sweden,First North,RUG,13.901,2022-02-17,RUG.ST,0.026459999999999997,19.672,2.78,3.953,0.21039000000000002,Q4-2021,Consumer Durables,0.20617469546125067,0.6352218616528944,-0.040205689378389864,-1.2398667017730018,0.3435392184508207,0.31693586437445376,0.2972022955062564
345,193,Saab,Military & Defense,72.34,28.5,0.602,8205.0,65039.0,0.07595,28785.319,24.402,0.08284000000000001,1010.0,22976.0,-0.11211,-0.14587999999999998,-0.06524,Sweden,Large Cap,SAAB B,10.703,2022-02-11,SAAB-B.ST,0.0225,14.946,0.735,1.253,0.07382,Q4-2021,Industrials,0.04395891364902507,0.1261550761850582,0.012747408629430357,0.46104881457825586,0.256607982304175,0.2192563014245844,0.25340468562893437
346,194,Sagax A,Real Estate,0.678,-16.729,0.05,2573.0,62472.0,0.041749999999999995,77689.5,44.829,0.31555,-4644.0,31079.0,-0.32506999999999997,-0.27082999999999996,0.38417999999999997,Sweden,Large Cap,SAGA A,40.885,2022-02-11,SAGA-A.ST,0.00878,7.922,24.877,2.5,0.33997,Q4-2021,Financials,-0.14942565719617748,0.04118645153028557,-0.014265029724529366,-0.28252575578604266,0.403139917399365,0.3790477728090277,0.46275836566883594
347,438,Samhällsbyggnadsbolag B,Real Estate,667.486,-1.136,0.03,4047.0,194739.0,0.02357,49592.494,50.116,0.2962,-43642.0,83832.0,-0.3986,-0.16265999999999997,0.45098999999999995,Sweden,Large Cap,SBB B,34.003,2022-02-23,SBB-B.ST,0.03352,1.997,8.363,0.592,0.61971,Q4-2021,Financials,-0.5205887966409009,0.020781661608614607,-0.05516618056047751,-1.1523854047331832,0.3813507381761073,0.3348563664054103,0.43874765713215924
348,195,Sandvik,Industrial Machinery,485.207,-20.621,0.637,40173.0,155517.0,0.18719999999999998,267560.534,28.541,0.187,-12975.0,77332.0,-0.10076,-0.01387,-0.07862,Sweden,Large Cap,SAND,15.785,2022-01-20,SAND.ST,0.022269999999999998,18.502,2.7,3.46,0.30546,Q4-2021,Industrials,-0.1677830652252625,0.2583190262157835,-0.00102339019817288,-0.03608963456413675,0.2806336839734245,0.26461799099592276,0.25989529155628666
349,196,SAS,Airlines,81.173,-5.205,0.327,11493.0,52652.0,-0.14961,6386.848,74.683,-1.83382,-1227.0,3803.0,-0.41302,-0.56614,-0.54691,Sweden,Large Cap,SAS,-7.658,2022-02-22,SAS.ST,,-0.916,0.371,1.679,0.036230000000000005,Q1-2022,Industrials,-0.3226400210360242,0.21828230646509156,-0.19929486062978163,-2.175022953384378,0.5690320402143604,0.48240575382115614,0.8397923185413392
350,197,SCA B,Forest & Wood Products,214.769,105.385,0.159,17018.0,118233.0,0.06909,109705.82,23.811,0.07346,1041.0,83055.0,0.047270000000000006,-0.037290000000000004,0.06295,Sweden,Large Cap,SCA B,15.386,2022-01-28,SCA-B.ST,0.02081,17.981,5.109,1.321,0.12961,Q4-2021,Materials,0.01253386310276323,0.1439361261238402,-0.002621727305234911,-0.09542691389828116,0.24130751966094666,0.23318015180759125,0.25180032208896524
351,380,Scandi Standard,Food Processing,15.346,16.101,1.555,3919.0,6494.0,0.05398,2173.658,32.827,0.05331,135.0,1951.0,-0.16646,-0.42979,-0.44683999999999996,Sweden,Mid Cap,SCST,18.71,2022-02-11,SCST.ST,0.03754,20.901,0.215,1.114,0.017070000000000002,Q4-2021,Food and Beverage,0.06919528446950282,0.6034801355097013,0.08388311935804404,2.371266298070827,0.27904953817496825,0.2335614675580894,0.3242155841374597
352,922,Scandic Hotels,Hotels,76.981,2.388,0.225,9291.0,44755.0,-0.0113,7612.068,48.352,-1.4554099999999999,3188.0,1115.0,0.04134,0.23487,0.05739,Sweden,Mid Cap,SHOT,-24.239,2022-02-10,SHOT.ST,,-4.528,0.751,6.827,0.16906,Q4-2021,Consumer Durables,2.8591928251121077,0.20759691654563736,0.03633916729281994,0.6664109837788419,0.41648746339508724,0.3955953941525092,0.4997726293967426
353,419,Scandinavian Enviro,Energy & Recycling,2.314,-16.929,0.049,-15.96,141.366,-0.50291,906.13,51.125,-0.4083,-53.526,129.04,-0.21007,-0.36111,-0.41525,Sweden,First North,SES,-16.794,2021-11-18,SES.ST,,-15.215,115.725,7.022,-0.18159,Q3-2021,Industrials,-0.41480161190328585,-0.11289843385255294,-0.00595067915124059,-0.08432550892045088,0.4971656568683604,0.43135698212794665,0.6467660378469915
354,1759,Scandion Oncology,Biotechnology,2.001,-6.249,,-46.216,164.456,,411.136,74.634,-0.49085,-65.791,149.504,-0.15789,-0.26352,-0.28492,Sweden,First North,SCOL,-3.306,2022-02-17,SCOL.ST,,-5.605,361.216,2.75,-0.38305,Q4-2021,Health Care,-0.4400618043664384,-0.2810234956462519,-0.02309664259509303,-0.30522472868240724,0.6005205768047922,0.5025072619132015,0.6935356348632294
355,1438,Sdiptech,Installation,34.334,-18.39,0.478,1589.4,5691.9,0.08292999999999999,12841.444,59.908,0.09723000000000001,-698.3,2529.1,-0.25027,-0.16927,0.09494,Sweden,Large Cap,SDIP B,41.078,2022-02-10,SDIP.ST,,47.973,4.683,5.077,0.47737999999999997,Q4-2021,Industrials,-0.2761061247083943,0.27923891846307913,-0.0008568871941454503,-0.01702840602432718,0.5990800000000001,0.3790477728090277,0.4612
356,1552,Seafire,Holding Companies,2.316,-6.257,0.48,130.874,691.095,0.06803,925.196,50.73,-0.045570000000000006,-147.864,207.169,0.0602,0.27823,0.24314,Sweden,First North,SEAF,51.571,2021-10-27,SEAF.ST,,-63.976,2.731,4.466,2.38414,Q3-2021,Financials,-0.71373612847482,0.18937193873490618,-0.04046830088756859,-0.6960736458111426,0.5444807462406939,0.44942645353827354,0.5328431931866225
357,199,SEB A,Banks,443.541,1.823,0.017,39242.0,3304230.0,0.01077,235983.199,26.438,0.13157,129445.0,193228.0,-0.21753,-0.07563,0.10172,Sweden,Large Cap,SEB A,7.646,2022-01-27,SEB-A.ST,0.05579,9.155,4.321,1.221,0.08676,Q4-2021,Financials,0.6699080878547623,0.01187629190461923,-0.015219961570899665,-0.5847225538776009,0.23470490191771817,0.2091191722988053,0.23856314592430336
358,200,Sectra,Medical Equipment,39.215,113.305,1.032,1607.777,1690.566,0.65247,26376.701,43.771,0.31392,232.794,1036.555,-0.41393,-0.19297,0.009689999999999999,Sweden,Large Cap,SECT B,63.861,2021-12-10,SECT-B.ST,0.00664,80.182,14.667,25.447,0.3084,Q2-2022,Health Care,0.2245843201759675,0.9510288270318935,-0.10765219317232211,-2.645987511530578,0.41692056224407065,0.3886273394875317,0.3728848468032335
359,201,Securitas,Security,149.663,13.039,1.681,19845.0,63363.0,0.14090999999999998,38477.219,24.617,0.15062,2951.0,20792.0,-0.23706,-0.26728999999999997,-0.19140999999999997,Sweden,Large Cap,SECU B,11.295,2022-02-08,SECU-B.ST,0.041749999999999995,12.271,0.357,1.851,0.07164,Q4-2021,Industrials,0.14192958830319355,0.31319539794517304,0.038303550229134675,1.4796873473302596,0.22521959541147665,0.20006637505759878,0.23725136073813505
360,1487,Sedana Medical,Medical Equipment,15.038,-34.962,0.136,106.706,1167.58,-0.22782,5295.971,53.554,-0.052629999999999996,-151.476,1101.456,-0.34268,-0.26954999999999996,-0.34993,Sweden,First North,SEDANA,-72.669,2022-02-17,SEDANA.ST,,-91.365,33.276,4.808,0.94565,Q4-2021,Health Care,-0.13752342354120364,0.09139073982082599,-0.08370745138425284,-1.5702120291793513,0.5169467963569605,0.4496436420958491,0.48859099926862165
361,202,Semcon,Business Consultants,2.532,14.28,1.263,1448.8,1355.2,0.25995,1963.449,47.37,0.16673,137.5,796.5,-0.0735,-0.14646,0.24741,Sweden,Small Cap,SEMC,9.992,2022-02-09,SEMC.ST,0.0369,14.785,1.147,2.465,0.16416,Q4-2021,Industrials,0.17263025737602009,1.0690672963400236,0.00392084707388185,0.08929479041744412,0.39483493315150436,0.35430695433737613,0.4024328501229037
362,203,Sensys Gatso,Security & Surveillance,1.599,-23.291,0.635,205.935,797.494,0.0815,764.152,35.845,0.05799000000000001,-32.809,561.803,-0.18245,-0.21347000000000002,-0.44287999999999994,Sweden,Small Cap,SENS,16.969,2022-02-23,SENS.ST,,23.484,1.508,1.36,0.0431,Q4-2021,Technology,-0.05839947454890771,0.2582276481076974,0.08353061027167297,2.146348079314723,0.3790190895737005,0.3363038175888127,0.35668524421072595
363,569,Senzime,Medical Equipment,0.717,-12.194,0.063,-4.923,174.632,-0.9570000000000001,1028.01,37.941,-0.54478,-84.302,150.782,-0.17337,-0.22769999999999999,-0.23131000000000002,Sweden,Small Cap,SEZI,-11.341,2022-02-17,SEZI.ST,,-12.515,93.626,6.818,-0.32547,Q4-2021,Health Care,-0.5590985661418472,-0.028190709606486782,-0.03334882809711548,-0.7571321166936342,0.36035254754102275,0.31549858439719114,0.4036905203822976
364,1377,Serneke,Construction & Infrastructure,2.079,9.416,1.263,391.0,6914.0,0.08929000000000001,1271.179,31.538,0.14147,135.0,2467.0,-0.09542999999999999,-0.09182,-0.11132999999999998,Sweden,Small Cap,SRNKE B,1.694,2022-02-09,SRNKE-B.ST,,3.642,0.146,0.515,0.15387,Q4-2021,Industrials,0.05472233481961897,0.05655192363320798,0.009902607052910017,0.32279078463954824,0.2685023931638396,0.25434148988778693,0.2811694048083667
365,342,ShaMaran,Oil & Gas -Exploration,1.759,3.661,0.239,382.961,3095.706,6.60201,1544.099,59.637,0.52655,421.816,119.092,0.57692,0.76456,1.1315,Sweden,First North,SNM,2.815,2021-11-09,SNM.ST,,24.629,2.086,12.966,0.56043,Q3-2021,Energy,3.541933967017096,0.12370716082211941,0.0156417176147714,0.31973474337311647,0.5115955364185548,0.46151118614734093,0.4483676325732758
366,2310,SignUp Software,IT Services,0.553,58.574,0.545,141.524,342.057,-0.64385,2040.0,30.059,0.08428000000000001,34.828,209.281,-0.02857,-0.81553,-0.95301,Sweden,First North,SIGNUP,80.042,2022-02-16,SIGNUP.ST,,115.659,10.795,9.748,,Q4-2021,Technology,0.1664174005284761,0.41374390817904616,0.02493908377170395,0.7677955876601475,0.3023019434905908,0.2952453270849872,0.297697045889419
367,908,Sinch,Communications,407.438,-1.763,0.284,3933.0,57045.0,0.004,50849.692,75.611,0.02589,-28840.0,34026.0,-0.47374000000000005,-0.64752,-0.59736,Sweden,Large Cap,SINCH,389.308,2022-02-17,SINCH.ST,,54.154,3.143,1.494,3.90343,Q4-2021,Technology,-0.8475871392464586,0.06894556928740468,-0.2858389124931682,-4.281776559557747,0.6447694598025457,0.5564145562770046,0.6118387705868966
368,206,SinterCast,Industrial Components,0.888,26.294,0.818,76.1,131.3,0.35755000000000003,794.08,37.774,0.29064,30.2,113.2,-0.25234,-0.24324,-0.1954,Sweden,Small Cap,SINT,24.339,2022-02-08,SINT.ST,0.044640000000000006,24.136,7.394,7.015,0.02819,Q4-2021,Industrials,0.2667844522968198,0.5795887281035795,-0.08342606198416236,-2.2969400903238117,0.3129515802683488,0.26706760678465746,0.332883078304934
369,489,Sivers Semiconductors,Semiconductors,11.075,-4.843,0.095,4.58,951.379,-0.25920000000000004,1588.282,62.48,-0.16736,-327.975,798.903,-0.52749,-0.5709599999999999,-0.6990900000000001,Sweden,Mid Cap,SIVE,-9.468,2022-02-15,SIVE.ST,,-11.88,10.294,1.988,0.47002000000000005,Q4-2021,Technology,-0.41053169158208197,0.0048140646367010416,-0.1941214185524065,-3.3539810533915246,0.5897614031625429,0.5353998866333998,0.5304598209516265
370,207,Skanska,Construction & Infrastructure,177.685,-22.448,1.035,15709.0,139038.0,0.16125,88263.611,24.728,0.14987999999999999,-3932.0,45683.0,-0.04585,-0.15954000000000002,0.028380000000000002,Sweden,Large Cap,SKA B,8.507,2022-02-03,SKA-B.ST,0.047569999999999994,12.629,0.614,1.932,0.10672000000000001,Q4-2021,Industrials,-0.08607140511787754,0.11298350091341935,0.07527100574613388,3.0810024156639724,0.23129996099648012,0.20430780406489793,0.22391094516086524
371,208,SKF B,Industrial Components,379.097,37.447,0.82,23275.0,99628.0,0.17507999999999999,78639.118,35.363,0.1616,2100.0,43645.0,-0.19824000000000003,-0.19147999999999998,-0.25975000000000004,Sweden,Large Cap,SKF B,8.924,2022-02-03,SKF-B.ST,0.04053,10.727,0.962,1.802,0.10017,Q4-2021,Industrials,0.048115477145148355,0.23361906291404022,-0.059080242559498286,-1.7275127548335893,0.30943905182881126,0.28196399600356425,0.31344449741134645
372,209,SkiStar,Leisure,14.309,34.639,0.385,2119.082,7138.252,0.05175,10408.333,31.579,0.06969,300.48,2453.177,-0.19369,-0.25056,0.0375,Sweden,Mid Cap,SKIS B,52.306,2021-12-20,SKIS-B.ST,0.0113,60.581,3.688,4.243,0.18508,Q1-2022,Consumer Durables,0.12248606602784878,0.2968628734317589,-0.03564393029583257,-1.0620231219533693,0.3178900220609131,0.2920555577322773,0.3076034886056922
373,2184,Sleep Cycle,Medical Supplies,0.606,67.262,0.803,139.34,227.763,-0.18239,952.021,40.641,0.07447,14.154,108.898,-0.23913,-0.34667000000000003,-0.95301,Sweden,Small Cap,SLEEP,76.417,2022-02-15,SLEEP.ST,,112.903,5.193,8.742,1.17539,Q4-2021,Health Care,0.12997483884001543,0.6117762762169449,0.03171017042484858,0.6708972461029766,0.41821070184148795,0.3952864288278196,0.4331937777831159
374,1390,Smart Eye,Biometric,20.678,-6.594,0.063,97.25,1745.342,-0.09559,2755.211,60.517,-0.09153,-417.844,1449.895,-0.41043,-0.43066000000000004,-0.42805,Sweden,First North,SEYE,-18.944,2022-02-23,SEYE.ST,,-20.761,25.121,1.9,3.5161399999999996,Q4-2021,Technology,-0.2881891447311702,0.055719738595644865,-0.018281041470005865,-0.2694914603970731,0.5518816719220714,0.5067718564202011,0.6217210459692808
375,2144,Smart Wires,Electrical Components,3.167,,,,,,1103.7,79.901,,,,-0.61624,-0.6994199999999999,-0.95301,Sweden,First North,GOGRID SDB,,,GOGRID-SDB.ST,,,,,,Q4-2020,Industrials,,,-0.0008568871941454503,-0.01702840602432718,0.79901,0.3790477728090277,0.4612
376,210,Softronic,IT Consulting,1.549,10.737,2.015,507.5,381.9,0.57522,1155.294,43.524,0.29075,107.6,232.5,-0.122,-0.1255,-0.04978,Sweden,Small Cap,SOF B,12.31,2021-10-20,SOF-B.ST,0.13666999999999999,17.091,1.501,4.969,-0.20171,Q3-2021,Technology,0.46279569892473116,1.328881906258183,-0.007362987882162164,-0.1747017194719166,0.41486820423110204,0.3755980268910112,0.3862749538246494
377,2328,Solid Försäkring,Reinsurance,4.881,,,,,,928.0,37.98,,,,-0.68206,-0.81553,-0.95301,Sweden,Small Cap,SFAB,,,SFAB.ST,,,,,,Q4-2020,Financials,,,-0.0008568871941454503,-0.01702840602432718,0.37979999999999997,0.3790477728090277,0.4612
378,763,SolTech Energy,Solar Energy,9.068,-4.198,0.297,411.569,2647.955,-0.009340000000000001,1613.324,58.643,-0.10475,-384.341,765.318,-0.26769,-0.29656,-0.52627,Sweden,First North,SOLT,-125.427,2021-11-30,SOLT.ST,,-10.223,1.925,2.108,0.47562,Q3-2021,Utilities,-0.5021977792237998,0.15542900087048309,0.018573180274214396,0.24438225628048627,0.5580729241401691,0.5459585543378385,0.6965563359474094
